lat,lon,sst
4.9792,-135.1458,28.5100
4.9792,-135.1042,28.4150
4.9792,-135.0625,28.4750
4.9792,-135.0208,28.4650
4.9792,-134.9792,28.5250
4.9792,-134.9375,28.4900
4.9792,-134.8958,28.2900
4.9792,-134.8542,28.5700
4.9792,-134.8125,28.6400
4.9792,-134.7708,28.6300
4.9792,-134.7292,28.5450
4.9792,-134.6875,28.3800
4.9792,-134.6458,28.4750
4.9792,-134.6042,28.4200
4.9792,-134.5625,28.5200
4.9792,-134.5208,28.4250
4.9792,-134.4792,28.3200
4.9792,-134.4375,28.3700
4.9792,-134.3958,28.3650
4.9792,-134.3542,28.2250
4.9792,-134.3125,28.2200
4.9792,-134.2708,28.2100
4.9792,-134.2292,28.3400
4.9792,-134.1875,28.3950
4.9792,-134.1458,28.2700
4.9792,-134.1042,28.2400
4.9792,-134.0625,28.1800
4.9792,-134.0208,28.3200
4.9792,-133.9792,28.0350
4.9792,-133.9375,28.0250
4.9792,-133.8958,28.0900
4.9792,-133.8542,28.1650
4.9792,-133.8125,28.0300
4.9792,-133.7708,27.9400
4.9792,-133.7292,27.7950
